,Name,Ticker,quandlCode,quandlName,2014Fluctation,2014Vol,2013Fluctation,2013Vol,2012Fluctation,2012Vol,2012to2014,FlucAvg
2856,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2857,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2858,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2859,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2860,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2861,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2862,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2863,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2864,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2865,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2866,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2867,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2868,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2869,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2870,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2871,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2872,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2873,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2874,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2875,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2876,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2877,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2878,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2879,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2880,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2881,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2882,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2883,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2884,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2885,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2886,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2887,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2888,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2889,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2890,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2891,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2892,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2893,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2894,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2895,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2896,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2897,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2898,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2899,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2900,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2901,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2902,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2903,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2904,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2905,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2906,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2907,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2908,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2909,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2910,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2911,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2912,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2913,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2914,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2915,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2916,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2917,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2918,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2919,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2920,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2921,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2922,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2923,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2924,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2925,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2926,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2927,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2928,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2929,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2930,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2931,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2932,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2933,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2934,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2935,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2936,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2937,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2938,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2939,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2940,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2941,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2942,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2943,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2944,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2945,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2946,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2947,January 15 Puts on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2948,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2949,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2950,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2951,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2952,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2953,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2954,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2955,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2956,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2957,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2958,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2959,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2960,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2961,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2962,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2963,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2964,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2965,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2966,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2967,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2968,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2969,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2970,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
2971,January 15 Calls on TQQQ US,TQQQ 01,GOOG/NASDAQ_TQQQ,ProShares UltraPro QQQ ETF (TQQQ),88.72%,"2,814,724",121.15%,"3,431,755",123.78%,"3,660,395",5.811282740094023,1.1121860518059574
