Name,Ticker,Pricing Source,Security Type,Market Sector,BBGID,BBGID Composite,BSID,Unique ID
December 14 Calls on TQQQ US,TQQQ 12/26/14 C68,UA,Equity Option,Equity,BBG007KBYGD0,BBG007KBYGB2,524032449055,EO000N292014120488800001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C69,UA,Equity Option,Equity,BBG007KBYH57,BBG007KBYH39,524032449084,EO000N292014120488A00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C70,UA,Equity Option,Equity,BBG007HQTQF3,BBG007HQTQC6,524032215677,EO000N292014120488C00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C71,UA,Equity Option,Equity,BBG007KBYHZ4,BBG007KBYHX6,524032449118,EO000N292014120488E00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C72,UA,Equity Option,Equity,BBG007KBYJR9,BBG007KBYJP1,524032449155,EO000N292014120489000001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C73,UA,Equity Option,Equity,BBG007KBYKJ5,BBG007KBYKG8,524032449188,EO000N292014120489200001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C74,UA,Equity Option,Equity,BBG007KBYL94,BBG007KBYL76,524032449224,EO000N292014120489400001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C75,UA,Equity Option,Equity,BBG007HQTR61,BBG007HQTR43,524032215706,EO000N292014120489600001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C76,UA,Equity Option,Equity,BBG007KBYM29,BBG007KBYM01,524032449255,EO000N292014120489800001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C77,UA,Equity Option,Equity,BBG007KBYMW6,BBG007KBYMT0,524032449285,EO000N292014120489A00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C78,UA,Equity Option,Equity,BBG007KBYNN4,BBG007KBYNL6,524032449313,EO000N292014120489C00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C79,UA,Equity Option,Equity,BBG007KBYPF8,BBG007KBYPC1,524032449336,EO000N292014120489E00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C80,UA,Equity Option,Equity,BBG007HDYD47,BBG007HDYD29,524032173221,EO000N29201412048A000001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C81,UA,Equity Option,Equity,BBG007HDYDX5,BBG007HDYDV7,524032173255,EO000N29201412048A200001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C82,UA,Equity Option,Equity,BBG007HDYFP9,BBG007HDYFM2,524032173290,EO000N29201412048A400001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C83,UA,Equity Option,Equity,BBG007HDYGG7,BBG007HDYGD0,524032173326,EO000N29201412048A600001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C83.5,UA,Equity Option,Equity,BBG007HDYH84,BBG007HDYH66,524032173358,EO000N29201412048A700001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C84,UA,Equity Option,Equity,BBG007HDYJ17,BBG007HDYHZ4,524032173397,EO000N29201412048A800001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C84.5,UA,Equity Option,Equity,BBG007HDYJT7,BBG007HDYJR9,524032173428,EO000N29201412048A900001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C85,UA,Equity Option,Equity,BBG007HDYKL2,BBG007HDYKJ5,524032173462,EO000N29201412048AA00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C85.5,UA,Equity Option,Equity,BBG007HDYLD9,BBG007HDYLB1,524032173497,EO000N29201412048AB00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C86,UA,Equity Option,Equity,BBG007HDYM56,BBG007HDYM38,524032173531,EO000N29201412048AC00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C86.5,UA,Equity Option,Equity,BBG007HDYMY4,BBG007HDYMW6,524032173567,EO000N29201412048AD00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C87,UA,Equity Option,Equity,BBG007HDYNQ1,BBG007HDYNN4,524032173599,EO000N29201412048AE00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C87.5,UA,Equity Option,Equity,BBG007HDYPJ4,BBG007HDYPG7,524032173632,EO000N29201412048AF00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C88,UA,Equity Option,Equity,BBG007HDYQ93,BBG007HDYQ75,524032173668,EO000N29201412048B000001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C88.5,UA,Equity Option,Equity,BBG007HDYR28,BBG007HDYR00,524032173704,EO000N29201412048B100001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C89,UA,Equity Option,Equity,BBG007HDYRV6,BBG007HDYRS0,524032173739,EO000N29201412048B200001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C89.5,UA,Equity Option,Equity,BBG007HDYSN3,BBG007HDYSL5,524032173773,EO000N29201412048B300001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C90,UA,Equity Option,Equity,BBG007HDYTF0,BBG007HDYTC3,524032173808,EO000N29201412048B400001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C90.5,UA,Equity Option,Equity,BBG007HDYV65,BBG007HDYV47,524032173843,EO000N29201412048B500001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C91,UA,Equity Option,Equity,BBG007HDYVZ3,BBG007HDYVX5,524032173875,EO000N29201412048B600001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C91.5,UA,Equity Option,Equity,BBG007HDYWS9,BBG007HDYWQ1,524032173909,EO000N29201412048B700001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C92,UA,Equity Option,Equity,BBG007HDYXK5,BBG007HDYXH9,524032173944,EO000N29201412048B800001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C92.5,UA,Equity Option,Equity,BBG007HDYYB3,BBG007HDYY87,524032173981,EO000N29201412048B900001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C93,UA,Equity Option,Equity,BBG007HDYZ39,BBG007HDYZ11,524032174015,EO000N29201412048BA00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C93.5,UA,Equity Option,Equity,BBG007HDYZX6,BBG007HDYZV8,524032174049,EO000N29201412048BB00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C94,UA,Equity Option,Equity,BBG007HDZ0P1,BBG007HDZ0M4,524032174086,EO000N29201412048BC00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C94.5,UA,Equity Option,Equity,BBG007HDZ1G9,BBG007HDZ1D2,524032174127,EO000N29201412048BD00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C95,UA,Equity Option,Equity,BBG007HDZ277,BBG007HDZ259,524032193524,EO000N29201412048BE00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C95.5,UA,Equity Option,Equity,BBG007HDZ302,BBG007HDZ2Y7,524032174212,EO000N29201412048BF00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C96,UA,Equity Option,Equity,BBG007HDZ3T1,BBG007HDZ3R3,524032174247,EO000N29201412048C000001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C96.5,UA,Equity Option,Equity,BBG007HDZ4L7,BBG007HDZ4J0,524032174284,EO000N29201412048C100001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C97,UA,Equity Option,Equity,BBG007HDZ5C4,BBG007HDZ598,524032174325,EO000N29201412048C200001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C97.5,UA,Equity Option,Equity,BBG007HDZ641,BBG007HDZ623,524032174355,EO000N29201412048C300001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C98,UA,Equity Option,Equity,BBG007HDZ6Y8,BBG007HDZ6W0,524032174384,EO000N29201412048C400001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C98.5,UA,Equity Option,Equity,BBG007HDZ7Q5,BBG007HDZ7N8,524032174421,EO000N29201412048C500001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C99,UA,Equity Option,Equity,BBG007HDZ8H3,BBG007HDZ8F5,524032174453,EO000N29201412048C600001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C99.5,UA,Equity Option,Equity,BBG007MFVT80,BBG007MFVT62,524032700106,EO000N29201412048C700001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C100,UA,Equity Option,Equity,BBG007HDZ981,BBG007HDZ963,524032174487,EO000N29201412048C800001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C100.5,UA,Equity Option,Equity,BBG007MFVV21,BBG007MFVV03,524032700142,EO000N29201412048C900001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C101,UA,Equity Option,Equity,BBG007MFVVV9,BBG007MFVVS3,524032700178,EO000N29201412048CA00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C101.5,UA,Equity Option,Equity,BBG007MFVWM7,BBG007MFVWK9,524032700208,EO000N29201412048CB00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C102,UA,Equity Option,Equity,BBG007MFVXD5,BBG007MFVXB7,524032700242,EO000N29201412048CC00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C102.5,UA,Equity Option,Equity,BBG007MFVY61,BBG007MFVY43,524032700275,EO000N29201412048CD00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C103,UA,Equity Option,Equity,BBG007MFVYZ9,BBG007MFVYX1,524032700303,EO000N29201412048CE00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C103.5,UA,Equity Option,Equity,BBG007NBLZB1,BBG007NBLZ85,524032810402,EO000N29201412048CF00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C104,UA,Equity Option,Equity,BBG007MFVZR5,BBG007MFVZP7,524032700334,EO000N29201412048D000001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C104.5,UA,Equity Option,Equity,BBG007NBM036,BBG007NBM018,524032810433,EO000N29201412048D100001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C105,UA,Equity Option,Equity,BBG007HQTS05,BBG007HQTRY0,524032215732,EO000N29201412048D200001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C105.5,UA,Equity Option,Equity,BBG007NBM0W4,BBG007NBM0T8,524032810456,EO000N29201412048D300001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C106,UA,Equity Option,Equity,BBG007MFW0J0,BBG007MFW0G3,524032700364,EO000N29201412048D400001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C106.5,UA,Equity Option,Equity,BBG007NBM1P0,BBG007NBM1M3,524032810479,EO000N29201412048D500001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C107,UA,Equity Option,Equity,BBG007MFW1B6,BBG007MFW171,524032700393,EO000N29201412048D600001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C107.5,UA,Equity Option,Equity,BBG007NBM2G8,BBG007NBM2D1,524032810501,EO000N29201412048D700001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C108,UA,Equity Option,Equity,BBG007MFW233,BBG007MFW215,524032700429,EO000N29201412048D800001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C108.5,UA,Equity Option,Equity,BBG007NBM376,BBG007NBM358,524032810520,EO000N29201412048D900001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C109,UA,Equity Option,Equity,BBG007MFW2W1,BBG007MFW2T5,524032700460,EO000N29201412048DA00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C109.5,UA,Equity Option,Equity,BBG007NBM401,BBG007NBM3Y6,524032810544,EO000N29201412048DB00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C110,UA,Equity Option,Equity,BBG007HQTSS5,BBG007HQTSQ7,524032215757,EO000N29201412048DC00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C110.5,UA,Equity Option,Equity,BBG007PJKZ50,BBG007PJKZ32,524032980510,EO000N29201412048DD00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C111,UA,Equity Option,Equity,BBG007MFW3N9,BBG007MFW3L1,524032700491,EO000N29201412048DE00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C112,UA,Equity Option,Equity,BBG007MFW4F6,BBG007MFW4C9,524032700523,EO000N29201412048E000001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C113,UA,Equity Option,Equity,BBG007MFW572,BBG007MFW554,524032700552,EO000N29201412048E200001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C114,UA,Equity Option,Equity,BBG007MFW607,BBG007MFW5Y2,524032700585,EO000N29201412048E400001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C115,UA,Equity Option,Equity,BBG007HQTTK1,BBG007HQTTH5,524032215796,EO000N29201412048E600001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C116,UA,Equity Option,Equity,BBG007MFW6S7,BBG007MFW6Q9,524032700617,EO000N29201412048E800001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C117,UA,Equity Option,Equity,BBG007MFW7K3,BBG007MFW7H7,524032700648,EO000N29201412048EA00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C118,UA,Equity Option,Equity,BBG007MFW8C0,BBG007MFW894,524032700681,EO000N29201412048EC00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C119,UA,Equity Option,Equity,BBG007MFW947,BBG007MFW929,524032700712,EO000N29201412048EE00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C120,UA,Equity Option,Equity,BBG007MFW9X5,BBG007MFW9V7,524032700740,EO000N29201412048F000001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C121,UA,Equity Option,Equity,BBG007MFWBP9,BBG007MFWBM2,524032700771,EO000N29201412048F200001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C122,UA,Equity Option,Equity,BBG007MFWCH6,BBG007MFWCF8,524032700802,EO000N29201412048F400001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C125,UA,Equity Option,Equity,BBG007R50217,BBG007R501Z2,524033274507,EO000N29201412048FA00001
December 14 Calls on TQQQ US,TQQQ 12/26/14 C130,UA,Equity Option,Equity,BBG007R502T7,BBG007R502R9,524033274523,EO000N292014120490400001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P46,UA,Equity Option,Equity,BBG007CVJ001,BBG007CVHZY9,524031679879,EO000N292015010105C00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P47,UA,Equity Option,Equity,BBG007CVJ0Q3,BBG007CVJ0N6,524031679922,EO000N292015010105E00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P48,UA,Equity Option,Equity,BBG007CVJ1F3,BBG007CVJ1C6,524031679965,EO000N292015010106000001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P49,UA,Equity Option,Equity,BBG007CVJ243,BBG007CVJ225,524031680008,EO000N292015010106200001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P53,UA,Equity Option,Equity,BBG007CVJ2W2,BBG007CVJ2T6,524031680049,EO000N292015010106A00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P54,UA,Equity Option,Equity,BBG007CVJ3L2,BBG007CVJ3J5,524031680092,EO000N292015010106C00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P27.5,UA,Equity Option,Equity,BBG005KKSKX0,BBG005KKSKV2,524023952229,EO000N292015010106E00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P56,UA,Equity Option,Equity,BBG007CVJ494,BBG007CVJ476,524031680133,EO000N292015010107000001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P57,UA,Equity Option,Equity,BBG007CVJ500,BBG007CVJ4Y6,524031680172,EO000N292015010107200001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P58,UA,Equity Option,Equity,BBG007CVJ5Q2,BBG007CVJ5N5,524031680218,EO000N292015010107400001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P59,UA,Equity Option,Equity,BBG007CVJ6G1,BBG007CVJ6D4,524031680265,EO000N292015010107600001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P30,UA,Equity Option,Equity,BBG005KKSLH6,BBG005KKSLF8,524023952242,EO000N292015010107800001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P61,UA,Equity Option,Equity,BBG007CVJ751,BBG007CVJ733,524031680312,EO000N292015010107A00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P62,UA,Equity Option,Equity,BBG007CVJ7W1,BBG007CVJ7T5,524031680357,EO000N292015010107C00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P63,UA,Equity Option,Equity,BBG007CVJ8L1,BBG007CVJ8J4,524031680402,EO000N292015010107E00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P64,UA,Equity Option,Equity,BBG007CVJ9B0,BBG007CVJ984,524031680447,EO000N292015010108000001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P32.5,UA,Equity Option,Equity,BBG005KKSM39,BBG005KKSM11,524023952319,EO000N292015010108200001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P66,UA,Equity Option,Equity,BBG007CVJB16,BBG007CVJ9Z4,524031680492,EO000N292015010108400001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P67,UA,Equity Option,Equity,BBG007CVJBR8,BBG007CVJBP0,524031680526,EO000N292015010108600001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P68,UA,Equity Option,Equity,BBG007CVJCG8,BBG007CVJCD1,524031680561,EO000N292015010108800001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P69,UA,Equity Option,Equity,BBG007CVJD58,BBG007CVJD30,524031680600,EO000N292015010108A00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P35,UA,Equity Option,Equity,BBG005KKSMP5,BBG005KKSMM8,524023952331,EO000N292015010108C00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P71,UA,Equity Option,Equity,BBG007PRRZP3,BBG007PRRZM6,524033023742,EO000N292015010108E00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P72,UA,Equity Option,Equity,BBG007SCKD79,BBG007SCKD51,524033382681,EO000N292015010109000001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P73,UA,Equity Option,Equity,BBG007SCKF10,BBG007SCKDZ8,524033382720,EO000N292015010109200001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P74,UA,Equity Option,Equity,BBG007PRS0G9,BBG007PRS0D2,524033023748,EO000N292015010109400001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P37.5,UA,Equity Option,Equity,BBG005KKSN82,BBG005KKSN64,524023952346,EO000N292015010109600001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P76,UA,Equity Option,Equity,BBG00739C2R4,BBG00739C2P6,524030627939,EO000N292015010109800001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P77,UA,Equity Option,Equity,BBG00739C3G4,BBG00739C3D7,524030627943,EO000N292015010109A00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P78,UA,Equity Option,Equity,BBG00739C454,BBG00739C436,524030627947,EO000N292015010109C00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P79,UA,Equity Option,Equity,BBG00739C4X3,BBG00739C4V5,524030627951,EO000N292015010109E00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P40,UA,Equity Option,Equity,BBG005KKSNV6,BBG005KKSNS0,524023952360,EO000N29201501010A000001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P81,UA,Equity Option,Equity,BBG00739C5M2,BBG00739C5K4,524030627954,EO000N29201501010A200001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P82,UA,Equity Option,Equity,BBG00739C6B2,BBG00739C686,524030627958,EO000N29201501010A400001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P83,UA,Equity Option,Equity,BBG00739C711,BBG00739C6Z6,524030627961,EO000N29201501010A600001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P83.5,UA,Equity Option,Equity,BBG007SCKFT0,BBG007SCKFR2,524033382751,EO000N29201501010A700001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P84.5,UA,Equity Option,Equity,BBG007SCKGL6,BBG007SCKGJ9,524033382793,EO000N29201501010A900001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P84,UA,Equity Option,Equity,BBG00739C7S2,BBG00739C7Q4,524030627966,EO000N29201501010A800001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P42.5,UA,Equity Option,Equity,BBG005KKSPF9,BBG005KKSPC2,524023952376,EO000N29201501010AA00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P85.5,UA,Equity Option,Equity,BBG007SCKHC4,BBG007SCKH98,524033382828,EO000N29201501010AB00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P86,UA,Equity Option,Equity,BBG00739C8H2,BBG00739C8F4,524030627970,EO000N29201501010AC00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P86.5,UA,Equity Option,Equity,BBG007SCKJ58,BBG007SCKJ30,524033382869,EO000N29201501010AD00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P87,UA,Equity Option,Equity,BBG00739C962,BBG00739C944,524030627974,EO000N29201501010AE00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P88,UA,Equity Option,Equity,BBG00739C9X2,BBG00739C9V4,524030627977,EO000N29201501010B000001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P88.5,UA,Equity Option,Equity,BBG007SCKJY6,BBG007SCKJW8,524033382906,EO000N29201501010B100001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P89,UA,Equity Option,Equity,BBG00739CBM9,BBG00739CBK1,524030627981,EO000N29201501010B200001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P89.5,UA,Equity Option,Equity,BBG007SCKKQ2,BBG007SCKKN5,524033382939,EO000N29201501010B300001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P45,UA,Equity Option,Equity,BBG005KKSQ03,BBG005KKSPY8,524023952397,EO000N29201501010B400001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P90.5,UA,Equity Option,Equity,BBG007SCKLH0,BBG007SCKLF2,524033382971,EO000N29201501010B500001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P91,UA,Equity Option,Equity,BBG00739CCC8,BBG00739CC92,524030627985,EO000N29201501010B600001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P91.5,UA,Equity Option,Equity,BBG007SCKM97,BBG007SCKM79,524033383009,EO000N29201501010B700001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P92,UA,Equity Option,Equity,BBG00739CD27,BBG00739CD09,524030627988,EO000N29201501010B800001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P92.5,UA,Equity Option,Equity,BBG007SCKN22,BBG007SCKN04,524033383045,EO000N29201501010B900001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P93,UA,Equity Option,Equity,BBG00739CDS9,BBG00739CDQ1,524030627992,EO000N29201501010BA00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P93.5,UA,Equity Option,Equity,BBG007SCKNV0,BBG007SCKNS4,524033383074,EO000N29201501010BB00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P94,UA,Equity Option,Equity,BBG00739CFH6,BBG00739CFF8,524030627996,EO000N29201501010BC00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P94.5,UA,Equity Option,Equity,BBG007SCKPM5,BBG007SCKPK7,524033383107,EO000N29201501010BD00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P47.5,UA,Equity Option,Equity,BBG005KKSQM9,BBG005KKSQK1,524023952413,EO000N29201501010BE00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P95,UA,Equity Option,Equity,BBG0063KZMF5,BBG0063KZMC8,524026452990,EO000N29201501010BE00101
January 15 Puts on TQQQ US,TQQQ 01/17/15 P95.5,UA,Equity Option,Equity,BBG007SCKQF1,BBG007SCKQC4,524033383139,EO000N29201501010BF00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P96,UA,Equity Option,Equity,BBG00739CG84,BBG00739CG66,524030628000,EO000N29201501010C000001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P96.5,UA,Equity Option,Equity,BBG007SCKR69,BBG007SCKR41,524033383169,EO000N29201501010C100001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P97,UA,Equity Option,Equity,BBG00739CGZ4,BBG00739CGX6,524030628003,EO000N29201501010C200001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P97.5,UA,Equity Option,Equity,BBG007SCKRZ7,BBG007SCKRX9,524033383202,EO000N29201501010C300001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P98,UA,Equity Option,Equity,BBG00739CHP3,BBG00739CHM6,524030628008,EO000N29201501010C400001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P98.5,UA,Equity Option,Equity,BBG007SCKSR4,BBG007SCKSP6,524033383235,EO000N29201501010C500001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P99,UA,Equity Option,Equity,BBG00739CJD2,BBG00739CJB4,524030628011,EO000N29201501010C600001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P99.5,UA,Equity Option,Equity,BBG007SCKTK9,BBG007SCKTG4,524033383268,EO000N29201501010C700001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P50,UA,Equity Option,Equity,BBG005KKSR65,BBG005KKSR47,524023952430,EO000N29201501010C800001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P100,UA,Equity Option,Equity,BBG0063KZN45,BBG0063KZN27,524026452992,EO000N29201501010C800101
January 15 Puts on TQQQ US,TQQQ 01/17/15 P100.5,UA,Equity Option,Equity,BBG007SCKVB4,BBG007SCKV88,524033383302,EO000N29201501010C900001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P50.5,UA,Equity Option,Equity,BBG005KD7ZR3,BBG005KD7ZP5,524023933559,EO000N29201501010CA00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P101,UA,Equity Option,Equity,BBG00739CK30,BBG00739CK12,524030629808,EO000N29201501010CA00101
January 15 Puts on TQQQ US,TQQQ 01/17/15 P101.5,UA,Equity Option,Equity,BBG007SCKW31,BBG007SCKW13,524033383333,EO000N29201501010CB00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P51,UA,Equity Option,Equity,BBG005KD8080,BBG005KD8062,524023933568,EO000N29201501010CC00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P102,UA,Equity Option,Equity,BBG00739CKV9,BBG00739CKS3,524030629810,EO000N29201501010CC00101
January 15 Puts on TQQQ US,TQQQ 01/17/15 P102.5,UA,Equity Option,Equity,BBG007SCKWW9,BBG007SCKWT3,524033383369,EO000N29201501010CD00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P51.5,UA,Equity Option,Equity,BBG005KD80T7,BBG005KD80Q0,524023933577,EO000N29201501010CE00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P103,UA,Equity Option,Equity,BBG00739CLK9,BBG00739CLH3,524030629812,EO000N29201501010CE00101
January 15 Puts on TQQQ US,TQQQ 01/17/15 P103.5,UA,Equity Option,Equity,BBG007SCKXN7,BBG007SCKXL9,524033383406,EO000N29201501010CF00001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P52,UA,Equity Option,Equity,BBG005KD81B4,BBG005KD8188,524023933585,EO000N29201501010D000001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P104,UA,Equity Option,Equity,BBG00739CM81,BBG00739CM63,524030629814,EO000N29201501010D000101
January 15 Puts on TQQQ US,TQQQ 01/17/15 P104.5,UA,Equity Option,Equity,BBG007SCKYG3,BBG007SCKYD6,524033383440,EO000N29201501010D100001
January 15 Puts on TQQQ US,TQQQ 01/17/15 P52.5,UA,Equity Option,Equity,BBG005KD81V2,BBG005KD81S6,524023933594,EO000N29201501010D200001
